Bias,Irradiance,Current (mA),Frequency,Re(Z),Im(Z)
0.8,88,6.14E-04,2.32E+01,7.92E+05,-1.22E+04
0.8,88,6.15E-04,2.17E+01,7.82E+05,-1.09E+04
0.8,88,6.16E-04,2.03E+01,7.94E+05,-1.00E+04
0.8,88,6.16E-04,1.90E+01,7.91E+05,-9.56E+03
0.8,88,6.16E-04,1.78E+01,7.85E+05,-9.06E+03
0.8,88,6.16E-04,1.67E+01,7.82E+05,-1.09E+04
0.8,88,6.18E-04,1.56E+01,7.87E+05,-7.19E+03
0.8,88,6.18E-04,1.46E+01,7.81E+05,-1.22E+04
0.8,88,6.17E-04,1.37E+01,7.84E+05,-1.49E+04
0.8,88,6.16E-04,1.28E+01,7.87E+05,-6.99E+03
0.8,88,6.17E-04,1.20E+01,7.82E+05,-9.21E+03
0.8,88,6.18E-04,1.12E+01,7.77E+05,-5.48E+03
0.8,88,6.18E-04,1.05E+01,7.85E+05,-7.98E+03
0.8,88,6.18E-04,9.85E+00,7.81E+05,-5.80E+03
0.8,88,6.19E-04,9.22E+00,7.74E+05,-7.69E+03
0.8,88,6.20E-04,8.63E+00,7.74E+05,-1.03E+04
0.8,88,6.19E-04,8.08E+00,7.76E+05,-9.62E+03
0.8,88,6.19E-04,7.57E+00,7.81E+05,-7.65E+03
0.8,88,6.19E-04,7.08E+00,7.73E+05,-1.59E+04
0.8,88,6.20E-04,6.63E+00,7.76E+05,-1.39E+04
0.8,88,6.21E-04,6.21E+00,7.72E+05,-1.01E+04
0.8,88,6.20E-04,5.81E+00,7.70E+05,-1.43E+04
0.8,88,6.20E-04,5.44E+00,7.70E+05,-1.32E+04
0.8,88,6.20E-04,5.10E+00,7.73E+05,-1.61E+04
0.8,88,6.20E-04,4.77E+00,7.72E+05,-5.83E+03
0.8,88,6.20E-04,4.47E+00,7.73E+05,-5.45E+03
0.8,88,6.20E-04,4.18E+00,7.76E+05,-5.90E+03
0.8,88,6.20E-04,3.92E+00,7.69E+05,-4.70E+03
0.8,88,6.20E-04,3.67E+00,7.80E+05,4.21E+02
0.8,88,6.20E-04,3.43E+00,7.75E+05,-5.75E+03
0.8,88,6.20E-04,3.22E+00,7.69E+05,-5.61E+03
0.8,88,6.20E-04,3.01E+00,7.71E+05,-4.91E+03
0.8,88,6.20E-04,2.82E+00,7.70E+05,1.10E+03
0.8,88,6.20E-04,2.64E+00,7.70E+05,-4.43E+03
0.8,88,6.19E-04,2.47E+00,7.79E+05,-7.09E+03
0.8,88,6.20E-04,2.31E+00,7.73E+05,8.63E+02
0.8,88,6.20E-04,2.17E+00,7.77E+05,-5.74E+03
0.8,88,6.19E-04,2.03E+00,7.78E+05,3.14E+03
0.8,88,6.20E-04,1.90E+00,7.72E+05,-6.66E+02
0.8,88,6.20E-04,1.78E+00,7.74E+05,3.69E+03
0.8,88,6.20E-04,1.66E+00,7.74E+05,-3.05E+03
0.8,88,6.21E-04,1.56E+00,7.75E+05,3.54E+02
0.8,88,6.21E-04,1.46E+00,7.76E+05,1.07E+03
0.8,88,6.21E-04,1.36E+00,7.74E+05,2.18E+03
0.8,88,6.21E-04,1.28E+00,7.78E+05,-1.02E+03
0.8,88,6.21E-04,1.20E+00,7.72E+05,-2.58E+03
0.8,88,6.21E-04,1.12E+00,7.79E+05,-3.76E+03
0.8,88,6.20E-04,1.05E+00,7.77E+05,5.29E+03
0.8,88,6.20E-04,9.82E-01,7.80E+05,-5.81E+03
0.8,88,6.20E-04,9.19E-01,7.76E+05,-9.54E+01
0.8,88,6.19E-04,8.60E-01,7.84E+05,3.48E+03
0.8,88,6.21E-04,8.06E-01,7.75E+05,-2.48E+03
0.8,88,6.21E-04,7.54E-01,7.76E+05,-1.00E+03
0.8,88,6.21E-04,7.06E-01,7.77E+05,2.00E+03
0.8,88,6.22E-04,6.61E-01,7.76E+05,3.72E+03
0.8,88,6.23E-04,6.19E-01,7.80E+05,3.67E+03
0.8,88,6.23E-04,5.80E-01,7.77E+05,-3.75E+03
0.8,88,6.23E-04,5.43E-01,7.73E+05,2.26E+03
0.8,88,6.24E-04,5.08E-01,7.74E+05,1.65E+03
0.8,88,6.22E-04,4.76E-01,7.77E+05,5.61E+03
0.8,88,6.21E-04,4.45E-01,7.89E+05,8.13E+03
0.8,88,6.21E-04,4.17E-01,7.82E+05,-2.43E+03
0.8,88,6.22E-04,3.90E-01,7.84E+05,2.77E+03
0.8,88,6.22E-04,3.65E-01,7.81E+05,3.15E+03
0.8,88,6.22E-04,3.42E-01,7.79E+05,4.69E+02
0.8,88,6.24E-04,3.20E-01,7.82E+05,-1.77E+03
0.8,88,6.23E-04,3.00E-01,7.89E+05,7.92E+03
0.8,250,1.98E-03,1.00E+06,5.86E+04,3.62E+04
0.8,250,1.99E-03,9.36E+05,6.55E+04,4.49E+04
0.8,250,1.99E-03,8.77E+05,7.71E+04,4.08E+04
0.8,250,1.99E-03,8.21E+05,6.75E+04,4.27E+04
0.8,250,1.99E-03,7.68E+05,7.24E+04,4.92E+04
0.8,250,2.00E-03,7.19E+05,7.96E+04,4.68E+04
0.8,250,2.00E-03,6.74E+05,7.42E+04,4.87E+04
0.8,250,2.00E-03,6.31E+05,7.48E+04,5.43E+04
0.8,250,2.01E-03,5.90E+05,8.26E+04,4.61E+04
0.8,250,2.01E-03,5.53E+05,9.40E+04,5.12E+04
0.8,250,2.01E-03,5.17E+05,8.24E+04,5.36E+04
0.8,250,2.01E-03,4.85E+05,9.48E+04,5.12E+04
0.8,250,2.01E-03,4.54E+05,8.63E+04,5.82E+04
0.8,250,2.01E-03,4.25E+05,8.94E+04,6.63E+04
0.8,250,2.01E-03,3.98E+05,9.96E+04,5.77E+04
0.8,250,2.01E-03,3.72E+05,1.03E+05,6.16E+04
0.8,250,2.01E-03,3.49E+05,1.02E+05,6.14E+04
0.8,250,2.02E-03,3.26E+05,1.07E+05,6.85E+04
0.8,250,2.02E-03,3.06E+05,1.05E+05,6.93E+04
0.8,250,2.02E-03,2.86E+05,1.15E+05,6.45E+04
0.8,250,2.02E-03,2.68E+05,1.18E+05,7.04E+04
0.8,250,2.02E-03,2.51E+05,1.25E+05,7.36E+04
0.8,250,2.02E-03,2.35E+05,1.23E+05,6.93E+04
0.8,250,2.02E-03,2.20E+05,1.32E+05,7.49E+04
0.8,250,2.02E-03,2.06E+05,1.31E+05,7.50E+04
0.8,250,2.02E-03,1.93E+05,1.35E+05,7.43E+04
0.8,250,2.01E-03,1.80E+05,1.43E+05,7.51E+04
0.8,250,2.01E-03,1.69E+05,1.43E+05,7.29E+04
0.8,250,2.01E-03,1.58E+05,1.53E+05,7.48E+04
0.8,250,2.02E-03,1.48E+05,1.55E+05,7.54E+04
0.8,250,2.02E-03,1.39E+05,1.55E+05,7.02E+04
0.8,250,2.02E-03,1.30E+05,1.62E+05,6.76E+04
0.8,250,2.02E-03,1.21E+05,1.62E+05,7.37E+04
0.8,250,2.02E-03,1.14E+05,1.69E+05,6.69E+04
0.8,250,2.02E-03,1.06E+05,1.71E+05,7.01E+04
0.8,250,2.02E-03,9.97E+04,1.80E+05,6.97E+04
0.8,250,2.02E-03,9.33E+04,1.74E+05,6.78E+04
0.8,250,2.02E-03,8.74E+04,1.83E+05,7.22E+04
0.8,250,2.02E-03,8.18E+04,1.86E+05,6.72E+04
0.8,250,2.02E-03,7.66E+04,1.94E+05,6.40E+04
0.8,250,2.02E-03,7.17E+04,1.90E+05,6.81E+04
0.8,250,2.02E-03,6.71E+04,1.95E+05,6.10E+04
0.8,250,2.02E-03,6.29E+04,1.96E+05,6.15E+04
0.8,250,2.02E-03,5.89E+04,2.02E+05,5.87E+04
0.8,250,2.02E-03,5.51E+04,2.05E+05,5.80E+04
0.8,250,2.02E-03,5.16E+04,2.06E+05,5.70E+04
0.8,250,2.02E-03,4.83E+04,2.11E+05,5.39E+04
0.8,250,2.02E-03,4.52E+04,2.13E+05,5.10E+04
0.8,250,2.02E-03,4.23E+04,2.16E+05,5.06E+04
0.8,250,2.01E-03,3.96E+04,2.17E+05,4.78E+04
0.8,250,2.01E-03,3.71E+04,2.21E+05,4.46E+04
0.8,250,2.01E-03,3.47E+04,2.22E+05,4.50E+04
0.8,250,2.02E-03,3.25E+04,2.25E+05,3.96E+04
0.8,250,2.01E-03,3.05E+04,2.26E+05,4.05E+04
0.8,250,2.02E-03,2.85E+04,2.28E+05,3.98E+04
0.8,250,2.02E-03,2.67E+04,2.28E+05,3.64E+04
0.8,250,2.02E-03,2.50E+04,2.32E+05,3.27E+04
0.8,250,2.01E-03,2.34E+04,2.32E+05,3.28E+04
0.8,250,2.01E-03,2.19E+04,2.32E+05,3.25E+04
0.8,250,2.01E-03,2.05E+04,2.34E+05,3.10E+04
0.8,250,2.02E-03,1.92E+04,2.34E+05,2.85E+04
0.8,250,2.02E-03,1.80E+04,2.36E+05,2.73E+04
0.8,250,2.03E-03,1.68E+04,2.37E+05,2.52E+04
0.8,250,2.03E-03,1.58E+04,2.35E+05,2.38E+04
0.8,250,2.03E-03,1.48E+04,2.38E+05,2.17E+04
0.8,250,2.03E-03,1.38E+04,2.37E+05,2.21E+04
0.8,250,2.03E-03,1.29E+04,2.38E+05,1.93E+04
0.8,250,2.03E-03,1.21E+04,2.39E+05,1.82E+04
0.8,250,2.03E-03,1.13E+04,2.39E+05,1.67E+04
0.8,250,2.03E-03,1.06E+04,2.39E+05,1.48E+04
0.8,250,2.03E-03,9.94E+03,2.39E+05,1.42E+04
0.8,250,2.04E-03,9.31E+03,2.39E+05,1.37E+04
0.8,250,2.04E-03,8.71E+03,2.39E+05,1.31E+04
0.8,250,2.04E-03,8.15E+03,2.40E+05,1.02E+04
0.8,250,2.04E-03,7.63E+03,2.40E+05,8.58E+03
0.8,250,2.03E-03,7.15E+03,2.39E+05,8.02E+03
0.8,250,2.03E-03,6.69E+03,2.40E+05,7.71E+03
0.8,250,2.03E-03,6.27E+03,2.40E+05,6.89E+03
0.8,250,2.04E-03,5.87E+03,2.41E+05,6.30E+03
0.8,250,2.04E-03,5.50E+03,2.40E+05,5.27E+03
0.8,250,2.04E-03,5.14E+03,2.40E+05,5.06E+03
0.8,250,2.04E-03,4.82E+03,2.41E+05,4.76E+03
0.8,250,2.04E-03,4.51E+03,2.40E+05,3.92E+03
0.8,250,2.04E-03,4.22E+03,2.40E+05,2.79E+03
0.8,250,2.04E-03,3.95E+03,2.41E+05,2.23E+03
0.8,250,2.04E-03,3.70E+03,2.41E+05,1.52E+03
0.8,250,2.03E-03,3.46E+03,2.40E+05,2.42E+03
0.8,250,2.03E-03,3.24E+03,2.41E+05,1.10E+03
0.8,250,2.03E-03,3.04E+03,2.41E+05,1.11E+02
0.8,250,2.03E-03,2.84E+03,2.41E+05,2.01E+02
0.8,250,2.03E-03,2.66E+03,2.41E+05,-3.14E+02
0.8,250,2.03E-03,2.49E+03,2.41E+05,-4.48E+02
0.8,250,2.03E-03,2.33E+03,2.41E+05,-1.29E+03
0.8,250,2.03E-03,2.18E+03,2.40E+05,-1.69E+03
0.8,250,2.03E-03,2.05E+03,2.41E+05,-1.65E+03
0.8,250,2.03E-03,1.91E+03,2.42E+05,-2.26E+03
0.8,250,2.03E-03,1.79E+03,2.41E+05,-2.50E+03
0.8,250,2.03E-03,1.68E+03,2.41E+05,-3.60E+03
0.8,250,2.03E-03,1.57E+03,2.41E+05,-3.16E+03
0.8,250,2.03E-03,1.47E+03,2.40E+05,-2.80E+03
0.8,250,2.03E-03,1.38E+03,2.40E+05,-3.46E+03
0.8,250,2.03E-03,1.29E+03,2.39E+05,-4.29E+03
0.8,250,2.03E-03,1.21E+03,2.39E+05,-4.63E+03
0.8,250,2.02E-03,1.13E+03,2.40E+05,-4.42E+03
0.8,250,2.02E-03,1.06E+03,2.40E+05,-5.04E+03
0.8,250,2.03E-03,9.91E+02,2.40E+05,-6.21E+03
0.8,250,2.03E-03,9.28E+02,2.40E+05,-5.98E+03
0.8,250,2.03E-03,8.69E+02,2.40E+05,-6.62E+03
0.8,250,2.03E-03,8.13E+02,2.39E+05,-6.83E+03
0.8,250,2.03E-03,7.61E+02,2.39E+05,-6.98E+03
0.8,250,2.02E-03,7.13E+02,2.39E+05,-6.72E+03
0.8,250,2.03E-03,6.67E+02,2.37E+05,-7.26E+03
0.8,250,2.03E-03,6.25E+02,2.38E+05,-7.88E+03
0.8,250,2.02E-03,5.85E+02,2.37E+05,-8.44E+03
0.8,250,2.02E-03,5.48E+02,2.37E+05,-8.00E+03
0.8,250,2.02E-03,5.13E+02,2.37E+05,-7.31E+03
0.8,250,2.02E-03,4.80E+02,2.37E+05,-8.42E+03
0.8,250,2.02E-03,4.50E+02,2.35E+05,-8.59E+03
0.8,250,2.02E-03,4.21E+02,2.35E+05,-9.57E+03
0.8,250,2.02E-03,3.94E+02,2.35E+05,-9.34E+03
0.8,250,2.02E-03,3.69E+02,2.35E+05,-9.21E+03
0.8,250,2.02E-03,3.45E+02,2.35E+05,-9.66E+03
0.8,250,2.02E-03,3.23E+02,2.33E+05,-9.35E+03
0.8,250,2.02E-03,3.03E+02,2.34E+05,-9.57E+03
0.8,250,2.02E-03,2.83E+02,2.33E+05,-9.68E+03
0.8,250,2.02E-03,2.65E+02,2.32E+05,-9.71E+03
0.8,250,2.02E-03,2.48E+02,2.32E+05,-9.01E+03
0.8,250,2.02E-03,2.33E+02,2.33E+05,-9.07E+03
0.8,250,2.02E-03,2.18E+02,2.31E+05,-9.20E+03
0.8,250,2.01E-03,2.04E+02,2.31E+05,-8.57E+03
0.8,250,2.02E-03,1.91E+02,2.31E+05,-9.88E+03
0.8,250,2.01E-03,1.79E+02,2.31E+05,-8.47E+03
0.8,250,2.01E-03,1.67E+02,2.31E+05,-8.64E+03
0.8,250,2.01E-03,1.57E+02,2.30E+05,-8.24E+03
0.8,250,2.01E-03,1.47E+02,2.31E+05,-8.01E+03
0.8,250,2.01E-03,1.37E+02,2.30E+05,-7.45E+03
0.8,250,2.01E-03,1.29E+02,2.30E+05,-7.30E+03
0.8,250,2.01E-03,1.20E+02,2.28E+05,-6.92E+03
0.8,250,2.01E-03,1.13E+02,2.29E+05,-7.09E+03
0.8,250,2.01E-03,1.06E+02,2.28E+05,-6.84E+03
0.8,250,2.01E-03,9.88E+01,2.28E+05,-6.16E+03
0.8,250,2.01E-03,9.25E+01,2.29E+05,-6.33E+03
0.8,250,2.01E-03,8.66E+01,2.28E+05,-5.97E+03
0.8,250,2.01E-03,8.11E+01,2.28E+05,-6.50E+03
0.8,250,2.00E-03,7.59E+01,2.28E+05,-5.40E+03
0.8,250,2.00E-03,7.11E+01,2.27E+05,-5.86E+03
0.8,250,2.00E-03,6.66E+01,2.28E+05,-5.31E+03
0.8,250,2.00E-03,6.23E+01,2.27E+05,-5.67E+03
0.8,250,2.00E-03,5.83E+01,2.28E+05,-5.74E+03
0.8,250,2.00E-03,5.46E+01,2.27E+05,-4.00E+03
0.8,250,2.00E-03,5.11E+01,2.28E+05,-5.16E+03
0.8,250,2.00E-03,4.79E+01,2.27E+05,-4.20E+03
0.8,250,2.00E-03,4.48E+01,2.27E+05,-4.57E+03
0.8,250,2.00E-03,4.19E+01,2.27E+05,-4.22E+03
0.8,250,2.00E-03,3.93E+01,2.27E+05,-3.97E+03
0.8,250,2.00E-03,3.68E+01,2.27E+05,-4.59E+03
0.8,250,2.00E-03,3.44E+01,2.27E+05,-4.07E+03
0.8,250,2.00E-03,3.22E+01,2.26E+05,-3.91E+03
0.8,250,2.00E-03,3.02E+01,2.27E+05,-3.63E+03
0.8,250,2.00E-03,2.83E+01,2.27E+05,-3.40E+03
0.8,250,2.00E-03,2.65E+01,2.27E+05,-3.13E+03
0.8,250,2.00E-03,2.48E+01,2.27E+05,-3.01E+03
0.8,250,2.00E-03,2.32E+01,2.27E+05,-3.54E+03
0.8,250,2.00E-03,2.17E+01,2.27E+05,-2.76E+03
0.8,250,2.00E-03,2.03E+01,2.27E+05,-2.62E+03
0.8,250,2.00E-03,1.90E+01,2.27E+05,-3.85E+03
0.8,250,2.00E-03,1.78E+01,2.27E+05,-2.88E+03
0.8,250,1.99E-03,1.67E+01,2.27E+05,-2.46E+03
0.8,250,1.99E-03,1.56E+01,2.27E+05,-2.66E+03
0.8,250,1.99E-03,1.46E+01,2.27E+05,-2.83E+03
0.8,250,1.99E-03,1.37E+01,2.27E+05,-2.79E+03
0.8,250,1.99E-03,1.28E+01,2.27E+05,-3.74E+03
0.8,250,1.99E-03,1.20E+01,2.27E+05,-3.27E+03
0.8,250,1.99E-03,1.12E+01,2.27E+05,-2.39E+03
0.8,250,1.99E-03,1.05E+01,2.27E+05,-1.89E+03
0.8,250,1.99E-03,9.85E+00,2.28E+05,-3.12E+03
0.8,250,1.99E-03,9.22E+00,2.27E+05,-3.17E+03
0.8,250,1.99E-03,8.63E+00,2.27E+05,-2.55E+03
0.8,250,1.99E-03,8.08E+00,2.27E+05,-2.84E+03
0.8,250,1.99E-03,7.57E+00,2.27E+05,-2.49E+03
0.8,250,1.99E-03,7.08E+00,2.27E+05,-2.38E+03
0.8,250,1.99E-03,6.63E+00,2.27E+05,-2.22E+03
0.8,250,1.99E-03,6.21E+00,2.28E+05,-2.08E+03
0.8,250,1.98E-03,5.81E+00,2.27E+05,-2.87E+03
0.8,250,1.98E-03,5.44E+00,2.28E+05,-2.43E+03
0.8,250,1.98E-03,5.10E+00,2.28E+05,-2.73E+03
0.8,250,1.98E-03,4.77E+00,2.27E+05,-2.96E+03
0.8,250,1.98E-03,4.47E+00,2.27E+05,-3.12E+03
0.8,250,1.98E-03,4.18E+00,2.27E+05,-2.24E+03
0.8,250,1.98E-03,3.92E+00,2.27E+05,-1.90E+03
0.8,250,1.98E-03,3.67E+00,2.27E+05,-2.64E+03
0.8,250,1.98E-03,3.43E+00,2.28E+05,-2.52E+03
0.8,250,1.98E-03,3.22E+00,2.28E+05,-2.39E+03
0.8,250,1.98E-03,3.01E+00,2.28E+05,-1.66E+03
0.8,250,1.98E-03,2.82E+00,2.26E+05,-1.14E+03
0.8,250,1.98E-03,2.64E+00,2.27E+05,-2.45E+03
0.8,250,1.98E-03,2.47E+00,2.29E+05,-1.44E+03
0.8,250,1.97E-03,2.31E+00,2.29E+05,-2.67E+03
0.8,250,1.97E-03,2.17E+00,2.29E+05,-1.99E+03
0.8,250,1.98E-03,2.03E+00,2.27E+05,-9.72E+02
0.8,250,1.98E-03,1.90E+00,2.28E+05,-2.23E+03
0.8,250,1.97E-03,1.78E+00,2.28E+05,-9.92E+01
0.8,250,1.97E-03,1.66E+00,2.28E+05,-3.13E+03
0.8,250,1.97E-03,1.56E+00,2.30E+05,-1.77E+03
0.8,250,1.97E-03,1.46E+00,2.30E+05,-1.79E+03
0.8,250,1.96E-03,1.36E+00,2.30E+05,-1.09E+03
0.8,250,1.97E-03,1.28E+00,2.29E+05,-1.47E+03
0.8,250,1.96E-03,1.20E+00,2.30E+05,-2.25E+03
0.8,250,1.96E-03,1.12E+00,2.30E+05,-2.37E+03
0.8,250,1.96E-03,1.05E+00,2.30E+05,-1.41E+03
0.8,250,1.97E-03,9.82E-01,2.29E+05,-6.70E+02
0.8,250,1.96E-03,9.19E-01,2.30E+05,-1.31E+03
0.8,250,1.96E-03,8.60E-01,2.28E+05,-1.23E+03
0.8,250,1.96E-03,8.06E-01,2.31E+05,-1.89E+03
0.8,250,1.96E-03,7.54E-01,2.31E+05,2.00E+02
0.8,250,1.96E-03,7.06E-01,2.31E+05,-8.85E+02
0.8,250,1.95E-03,6.61E-01,2.29E+05,-1.16E+03
0.8,250,1.95E-03,6.19E-01,2.32E+05,-2.58E+03
0.8,250,1.95E-03,5.80E-01,2.32E+05,-1.61E+03
0.8,250,1.95E-03,5.43E-01,2.30E+05,2.35E+03
0.8,250,1.94E-03,5.08E-01,2.31E+05,9.08E+02
0.8,250,1.94E-03,4.76E-01,2.33E+05,8.58E+02
0.8,250,1.94E-03,4.45E-01,2.34E+05,-3.53E+02
0.8,250,1.94E-03,4.17E-01,2.34E+05,5.24E+01
0.8,250,1.94E-03,3.90E-01,2.33E+05,-1.13E+03
0.8,250,1.94E-03,3.65E-01,2.36E+05,-5.40E+01
0.8,250,1.94E-03,3.42E-01,2.35E+05,-8.02E+02
0.8,250,1.94E-03,3.20E-01,2.33E+05,-4.18E+02
0.8,250,1.94E-03,3.00E-01,2.35E+05,1.03E+03
0.8,382,4.55E-03,1.00E+06,3.98E+04,1.67E+04
0.8,382,4.55E-03,9.36E+05,4.32E+04,1.74E+04
0.8,382,4.56E-03,8.77E+05,4.36E+04,1.82E+04
0.8,382,4.57E-03,8.21E+05,4.36E+04,1.75E+04
0.8,382,4.57E-03,7.68E+05,4.42E+04,1.96E+04
0.8,382,4.58E-03,7.19E+05,4.73E+04,2.11E+04
0.8,382,4.58E-03,6.74E+05,4.71E+04,2.13E+04
0.8,382,4.59E-03,6.31E+05,4.74E+04,2.15E+04
0.8,382,4.59E-03,5.90E+05,4.99E+04,2.12E+04
0.8,382,4.60E-03,5.53E+05,4.82E+04,2.22E+04
0.8,382,4.60E-03,5.17E+05,5.19E+04,2.29E+04
0.8,382,4.60E-03,4.85E+05,5.24E+04,2.35E+04
0.8,382,4.61E-03,4.54E+05,5.35E+04,2.35E+04
0.8,382,4.61E-03,4.25E+05,5.44E+04,2.24E+04
0.8,382,4.61E-03,3.98E+05,5.53E+04,2.41E+04
0.8,382,4.61E-03,3.72E+05,5.59E+04,2.34E+04
0.8,382,4.62E-03,3.49E+05,5.92E+04,2.55E+04
0.8,382,4.62E-03,3.26E+05,5.90E+04,2.51E+04
0.8,382,4.62E-03,3.06E+05,6.03E+04,2.37E+04
0.8,382,4.62E-03,2.86E+05,6.26E+04,2.39E+04
0.8,382,4.62E-03,2.68E+05,6.37E+04,2.22E+04
0.8,382,4.62E-03,2.51E+05,6.43E+04,2.40E+04
0.8,382,4.63E-03,2.35E+05,6.71E+04,2.50E+04
0.8,382,4.63E-03,2.20E+05,6.79E+04,2.19E+04
0.8,382,4.62E-03,2.06E+05,6.77E+04,2.22E+04
0.8,382,4.63E-03,1.93E+05,6.97E+04,2.32E+04
0.8,382,4.63E-03,1.80E+05,7.17E+04,2.07E+04
0.8,382,4.63E-03,1.69E+05,7.30E+04,2.34E+04
0.8,382,4.63E-03,1.58E+05,7.30E+04,2.20E+04
0.8,382,4.63E-03,1.48E+05,7.56E+04,2.22E+04
0.8,382,4.63E-03,1.39E+05,7.53E+04,2.10E+04
0.8,382,4.63E-03,1.30E+05,7.67E+04,2.14E+04
0.8,382,4.63E-03,1.21E+05,7.83E+04,1.98E+04
0.8,382,4.63E-03,1.14E+05,7.92E+04,1.96E+04
0.8,382,4.63E-03,1.06E+05,8.03E+04,1.97E+04
0.8,382,4.63E-03,9.97E+04,8.20E+04,1.87E+04
0.8,382,4.63E-03,9.33E+04,8.18E+04,1.84E+04
0.8,382,4.63E-03,8.74E+04,8.35E+04,1.82E+04
0.8,382,4.63E-03,8.18E+04,8.39E+04,1.67E+04
0.8,382,4.63E-03,7.66E+04,8.53E+04,1.59E+04
0.8,382,4.63E-03,7.17E+04,8.54E+04,1.59E+04
0.8,382,4.63E-03,6.71E+04,8.61E+04,1.56E+04
0.8,382,4.63E-03,6.29E+04,8.75E+04,1.51E+04
0.8,382,4.63E-03,5.89E+04,8.77E+04,1.48E+04
0.8,382,4.63E-03,5.51E+04,8.87E+04,1.41E+04
0.8,382,4.63E-03,5.16E+04,8.95E+04,1.34E+04
0.8,382,4.63E-03,4.83E+04,9.00E+04,1.23E+04
0.8,382,4.63E-03,4.52E+04,9.06E+04,1.18E+04
0.8,382,4.63E-03,4.23E+04,9.12E+04,1.11E+04
0.8,382,4.63E-03,3.96E+04,9.16E+04,1.11E+04
0.8,382,4.63E-03,3.71E+04,9.18E+04,1.02E+04
0.8,382,4.63E-03,3.47E+04,9.21E+04,9.73E+03
0.8,382,4.63E-03,3.25E+04,9.21E+04,9.32E+03
0.8,382,4.62E-03,3.05E+04,9.28E+04,8.52E+03
0.8,382,4.62E-03,2.85E+04,9.32E+04,7.72E+03
0.8,382,4.62E-03,2.67E+04,9.34E+04,7.60E+03
0.8,382,4.62E-03,2.50E+04,9.38E+04,6.73E+03
0.8,382,4.62E-03,2.34E+04,9.38E+04,6.23E+03
0.8,382,4.62E-03,2.19E+04,9.47E+04,5.69E+03
0.8,382,4.62E-03,2.05E+04,9.42E+04,5.55E+03
0.8,382,4.62E-03,1.92E+04,9.42E+04,5.07E+03
0.8,382,4.62E-03,1.80E+04,9.46E+04,4.63E+03
0.8,382,4.62E-03,1.68E+04,9.45E+04,3.95E+03
0.8,382,4.62E-03,1.58E+04,9.50E+04,3.49E+03
0.8,382,4.62E-03,1.48E+04,9.49E+04,3.21E+03
0.8,382,4.62E-03,1.38E+04,9.47E+04,2.85E+03
0.8,382,4.62E-03,1.29E+04,9.48E+04,2.81E+03
0.8,382,4.62E-03,1.21E+04,9.50E+04,2.20E+03
0.8,382,4.62E-03,1.13E+04,9.47E+04,1.93E+03
0.8,382,4.61E-03,1.06E+04,9.51E+04,1.19E+03
0.8,382,4.61E-03,9.94E+03,9.49E+04,1.34E+03
0.8,382,4.61E-03,9.31E+03,9.48E+04,7.62E+02
0.8,382,4.61E-03,8.71E+03,9.48E+04,5.51E+02
0.8,382,4.61E-03,8.15E+03,9.49E+04,1.47E+02
0.8,382,4.61E-03,7.63E+03,9.47E+04,-2.25E+02
0.8,382,4.61E-03,7.15E+03,9.46E+04,-3.31E+02
0.8,382,4.61E-03,6.69E+03,9.47E+04,-5.31E+02
0.8,382,4.60E-03,6.27E+03,9.45E+04,-9.90E+02
0.8,382,4.60E-03,5.87E+03,9.43E+04,-6.17E+02
0.8,382,4.60E-03,5.50E+03,9.44E+04,-9.65E+02
0.8,382,4.60E-03,5.14E+03,9.42E+04,-1.17E+03
0.8,382,4.60E-03,4.82E+03,9.43E+04,-1.32E+03
0.8,382,4.60E-03,4.51E+03,9.42E+04,-1.39E+03
0.8,382,4.60E-03,4.22E+03,9.42E+04,-1.55E+03
0.8,382,4.60E-03,3.95E+03,9.41E+04,-1.88E+03
0.8,382,4.59E-03,3.70E+03,9.37E+04,-1.64E+03
0.8,382,4.59E-03,3.46E+03,9.39E+04,-2.03E+03
0.8,382,4.59E-03,3.24E+03,9.39E+04,-2.13E+03
0.8,382,4.59E-03,3.04E+03,9.39E+04,-2.17E+03
0.8,382,4.59E-03,2.84E+03,9.36E+04,-2.09E+03
0.8,382,4.59E-03,2.66E+03,9.35E+04,-2.30E+03
0.8,382,4.58E-03,2.49E+03,9.35E+04,-2.32E+03
0.8,382,4.58E-03,2.33E+03,9.37E+04,-2.31E+03
0.8,382,4.58E-03,2.18E+03,9.35E+04,-2.55E+03
0.8,382,4.58E-03,2.05E+03,9.34E+04,-2.72E+03
0.8,382,4.58E-03,1.91E+03,9.35E+04,-2.78E+03
0.8,382,4.57E-03,1.79E+03,9.33E+04,-2.77E+03
0.8,382,4.57E-03,1.68E+03,9.31E+04,-2.90E+03
0.8,382,4.57E-03,1.57E+03,9.32E+04,-3.01E+03
0.8,382,4.57E-03,1.47E+03,9.28E+04,-2.95E+03
0.8,382,4.57E-03,1.38E+03,9.31E+04,-3.35E+03
0.8,382,4.56E-03,1.29E+03,9.27E+04,-3.54E+03
0.8,382,4.56E-03,1.21E+03,9.28E+04,-3.46E+03
0.8,382,4.56E-03,1.13E+03,9.28E+04,-3.63E+03
0.8,382,4.56E-03,1.06E+03,9.26E+04,-3.63E+03
0.8,382,4.56E-03,9.91E+02,9.25E+04,-3.79E+03
0.8,382,4.55E-03,9.28E+02,9.23E+04,-3.93E+03
0.8,382,4.55E-03,8.69E+02,9.21E+04,-3.86E+03
